,SVFNR,HEINUM,POSTNR,HEITI_NF,HEITI_TGF,HUSNR,NAKV_XY,HNIT,N_HNIT_WGS84,E_HNIT_WGS84,HUSMERKING,municipality,houses
90418,0,1133465,161.0,Almannadalur,Almannadal,17.0,1.0,POINT (366388.329545455 402558.381818182),64.09994569,-21.74112181,17,Reykjavík,"Almannadalur 17, 161"
57769,0,1133466,161.0,Almannadalur,Almannadal,19.0,1.0,POINT (366433.122727273 402547.845454545),64.09986869,-21.74019463,19,Reykjavík,"Almannadalur 19, 161"
90419,0,1133467,161.0,Almannadalur,Almannadal,21.0,1.0,POINT (366445.536363636 402575.490909091),64.10012126,-21.73996485,21,Reykjavík,"Almannadalur 21, 161"
109197,0,1122954,161.0,Almannadalur,Almannadal,23.0,1.0,POINT (366409.534090909 402602.322727273),64.10034772,-21.74072638,23,Reykjavík,"Almannadalur 23, 161"
57770,0,1133468,161.0,Almannadalur,Almannadal,25.0,1.0,POINT (366419.015909091 402619.177272727),64.10050245,-21.74054708,25,Reykjavík,"Almannadalur 25, 161"
57771,0,1133469,161.0,Almannadalur,Almannadal,27.0,1.0,POINT (366462.804545455 402610.445454545),64.10044121,-21.73964208,27,Reykjavík,"Almannadalur 27, 161"
93629,0,1133470,161.0,Almannadalur,Almannadal,29.0,1.0,POINT (366475.477272727 402638.038636364),64.10069342,-21.73940693,29,Reykjavík,"Almannadalur 29, 161"
91173,0,1133450,161.0,Almannadalur,Almannadal,3.0,1.0,POINT (366362 402424.134090909),64.09873239,-21.74154193,3,Reykjavík,"Almannadalur 3, 161"
57767,0,1124192,161.0,Almannadalur,Almannadal,5.0,5.0,POINT (366376.027272727 402453.027272727),64.09899677,-21.74128021,5,Reykjavík,"Almannadalur 5, 161"
91175,0,1133449,161.0,Almannadalur,Almannadal,7.0,5.0,POINT (366340.095454545 402484.779545455),64.09926735,-21.74204466,7,Reykjavík,"Almannadalur 7, 161"
93626,0,1133458,161.0,Almannadalur,Almannadal,9.0,1.0,POINT (366362.752272727 402502.6),64.09943586,-21.74159628,9,Reykjavík,"Almannadalur 9, 161"
76585,0,1001274,101.0,Amtmannsstígur,Amtmannsstíg,1.0,,POINT (357122.254545455 408164.118181818),64.14644749,-21.93629469,1,Reykjavík,"Amtmannsstígur 1, 101"
8549,0,1001275,101.0,Amtmannsstígur,Amtmannsstíg,2.0,,POINT (357141 408127),64.14612271,-21.93587461,2,Reykjavík,"Amtmannsstígur 2, 101"
8550,0,1001279,101.0,Amtmannsstígur,Amtmannsstíg,4.0,,POINT (357145 408099),64.14587348,-21.93576582,4A,Reykjavík,"Amtmannsstígur 4, 101"
8551,0,1001281,101.0,Amtmannsstígur,Amtmannsstíg,5.0,1.0,POINT (357178.484090909 408127.643181818),64.14614408,-21.935106,5A,Reykjavík,"Amtmannsstígur 5, 101"
76588,0,1001282,101.0,Amtmannsstígur,Amtmannsstíg,6.0,,POINT (357173.227272727 408112.318181818),64.14600457,-21.93519926,6,Reykjavík,"Amtmannsstígur 6, 101"
32509,0,1102087,113.0,Andrésbrunnur,Andrésbrunni,1.0,,POINT (366300 405658),64.12768869,-21.74569184,1,Reykjavík,"Andrésbrunnur 1, 113"
32514,0,1102100,113.0,Andrésbrunnur,Andrésbrunni,10.0,,POINT (366454.184090909 405653.815909091),64.12771121,-21.74252573,10,Reykjavík,"Andrésbrunnur 10, 113"
38364,0,1106458,113.0,Andrésbrunnur,Andrésbrunni,11.0,,POINT (366300 405735),64.12837873,-21.74576048,11,Reykjavík,"Andrésbrunnur 11, 113"
32511,0,1102092,113.0,Andrésbrunnur,Andrésbrunni,12.0,,POINT (366366 405750),64.12853885,-21.74442012,12,Reykjavík,"Andrésbrunnur 12, 113"
82414,0,1106459,113.0,Andrésbrunnur,Andrésbrunni,13.0,,POINT (366278 405732),64.12834327,-21.74620904,13,Reykjavík,"Andrésbrunnur 13, 113"
60765,0,1102093,113.0,Andrésbrunnur,Andrésbrunni,14.0,,POINT (366390 405753),64.12857508,-21.74393053,14,Reykjavík,"Andrésbrunnur 14, 113"
38365,0,1106460,113.0,Andrésbrunnur,Andrésbrunni,15.0,,POINT (366254 405725),64.12827119,-21.74669506,15,Reykjavík,"Andrésbrunnur 15, 113"
32512,0,1102094,113.0,Andrésbrunnur,Andrésbrunni,16.0,,POINT (366414 405756),64.1286113,-21.74344093,16,Reykjavík,"Andrésbrunnur 16, 113"
82415,0,1106461,113.0,Andrésbrunnur,Andrésbrunni,17.0,,POINT (366231 405726),64.12827119,-21.7471677,17,Reykjavík,"Andrésbrunnur 17, 113"
60766,0,1102095,113.0,Andrésbrunnur,Andrésbrunni,18.0,,POINT (366438 405755),64.12861168,-21.74294778,18,Reykjavík,"Andrésbrunnur 18, 113"
32513,0,1102096,113.0,Andrésbrunnur,Andrésbrunni,2.0,,POINT (366361.447727273 405664.368181818),64.12776968,-21.74443719,2,Reykjavík,"Andrésbrunnur 2, 113"
60763,0,1102088,113.0,Andrésbrunnur,Andrésbrunni,3.0,,POINT (366275 405664),64.12773272,-21.74620995,3,Reykjavík,"Andrésbrunnur 3, 113"
60767,0,1102097,113.0,Andrésbrunnur,Andrésbrunni,4.0,,POINT (366384 405657.920454545),64.12772068,-21.74396889,4,Reykjavík,"Andrésbrunnur 4, 113"
32510,0,1102089,113.0,Andrésbrunnur,Andrésbrunni,5.0,,POINT (366253 405671),64.12778688,-21.74666742,5,Reykjavík,"Andrésbrunnur 5, 113"
91269,0,1102098,113.0,Andrésbrunnur,Andrésbrunni,6.0,,POINT (366406.763636364 405650.368181818),64.12766186,-21.74349527,6,Reykjavík,"Andrésbrunnur 6, 113"
60764,0,1102091,113.0,Andrésbrunnur,Andrésbrunni,7.0,,POINT (366229 405676),64.12782234,-21.74716413,7,Reykjavík,"Andrésbrunnur 7, 113"
60768,0,1102099,113.0,Andrésbrunnur,Andrésbrunni,8.0,,POINT (366430.763636364 405652.368181818),64.12768912,-21.7430048,8,Reykjavík,"Andrésbrunnur 8, 113"
82413,0,1106457,113.0,Andrésbrunnur,Andrésbrunni,9.0,,POINT (366324 405739),64.12842392,-21.74527178,9,Reykjavík,"Andrésbrunnur 9, 113"
97156,0,1001296,102.0,Aragata,Aragötu,1.0,,POINT (356355 407286),64.13825893,-21.95119792,1,Reykjavík,"Aragata 1, 102"
9813,0,1001305,102.0,Aragata,Aragötu,10.0,,POINT (356265 407195),64.13740586,-21.95295702,10,Reykjavík,"Aragata 10, 102"
74924,0,1001306,102.0,Aragata,Aragötu,11.0,,POINT (356279 407155),64.13705332,-21.95263146,11,Reykjavík,"Aragata 11, 102"
9814,0,1001307,102.0,Aragata,Aragötu,12.0,,POINT (356246 407173),64.13720078,-21.9533257,12,Reykjavík,"Aragata 12, 102"
74925,0,1001308,102.0,Aragata,Aragötu,13.0,,POINT (356262 407128),64.13680427,-21.95295431,13,Reykjavík,"Aragata 13, 102"
97667,0,1001309,102.0,Aragata,Aragötu,14.0,,POINT (356232 407145),64.13694403,-21.95358604,14,Reykjavík,"Aragata 14, 102"
74926,0,1001310,102.0,Aragata,Aragötu,15.0,,POINT (356248 407102),64.13656544,-21.95321658,15,Reykjavík,"Aragata 15, 102"
9815,0,1001311,102.0,Aragata,Aragötu,16.0,,POINT (356217 407118),64.13669582,-21.95386786,16,Reykjavík,"Aragata 16, 102"
99779,0,1001297,102.0,Aragata,Aragötu,2.0,,POINT (356322 407301),64.13837952,-21.9518893,2,Reykjavík,"Aragata 2, 102"
8556,0,1001298,102.0,Aragata,Aragötu,3.0,,POINT (356337 407258),64.13800051,-21.95154036,3,Reykjavík,"Aragata 3, 102"
8557,0,1001299,102.0,Aragata,Aragötu,4.0,,POINT (356304 407275),64.13813901,-21.95223365,4,Reykjavík,"Aragata 4, 102"
76593,0,1001300,102.0,Aragata,Aragötu,5.0,,POINT (356324 407233),64.13777106,-21.95178309,5,Reykjavík,"Aragata 5, 102"
97157,0,1001301,102.0,Aragata,Aragötu,6.0,,POINT (356290 407249),64.13790018,-21.95249593,6,Reykjavík,"Aragata 6, 102"
76594,0,1001302,102.0,Aragata,Aragötu,7.0,,POINT (356308 407208),64.13754035,-21.95208736,7,Reykjavík,"Aragata 7, 102"
97666,0,1001303,102.0,Aragata,Aragötu,8.0,,POINT (356276 407221),64.13764343,-21.95275629,8,Reykjavík,"Aragata 8, 102"
74923,0,1001304,102.0,Aragata,Aragötu,9.0,,POINT (356292 407180),64.13728277,-21.95238875,9,Reykjavík,"Aragata 9, 102"
74927,0,1001312,111.0,Arahólar,Arahólum,2.0,,POINT (362597.665909091 403747.477272727),64.1091065,-21.81987528,2,Reykjavík,"Arahólar 2, 111"
9816,0,1001313,111.0,Arahólar,Arahólum,4.0,,POINT (362595.904545455 403775.002272727),64.10935244,-21.81993657,4,Reykjavík,"Arahólar 4, 111"
74928,0,1001314,111.0,Arahólar,Arahólum,6.0,,POINT (362599 403804),64.10961353,-21.81989965,6,Reykjavík,"Arahólar 6, 111"
119460,0,1206443,104.0,Arkarvogur,Arkarvogi,10.0,,POINT (361502.451272236 406517.372100882),64.1334875,-21.84487836,10,Reykjavík,"Arkarvogur 10, 104"
119466,0,1206444,104.0,Arkarvogur,Arkarvogi,12.0,,POINT (361486.462788412 406518.067252353),64.13348728,-21.84520698,12,Reykjavík,"Arkarvogur 12, 104"
1550,0,1017308,104.0,Arkarvogur,Arkarvogi,2.0,,POINT (361480.901576647 406552.824825882),64.1337965,-21.84535317,2,Reykjavík,"Arkarvogur 2, 104"
119456,0,1206446,104.0,Arkarvogur,Arkarvogi,4.0,,POINT (361500.167203118 406555.605431765),64.13382919,-21.84496054,4,Reykjavík,"Arkarvogur 4, 104"
119457,0,1206447,104.0,Arkarvogur,Arkarvogi,6.0,,POINT (361519.234214883 406556.002661177),64.13384044,-21.84456977,6,Reykjavík,"Arkarvogur 6, 104"
119458,0,1206448,104.0,Arkarvogur,Arkarvogi,8.0,,POINT (361534.626854588 406556.499197941),64.1338511,-21.84425447,8,Reykjavík,"Arkarvogur 8, 104"
48741,0,1001394,109.0,Arnarbakki,Arnarbakka,1.0,,POINT (361834 403608),64.10755034,-21.83539856,1,Reykjavík,"Arnarbakki 1, 109"
76726,0,1001391,109.0,Arnarbakki,Arnarbakka,2.0,,POINT (362010 403678),64.10824835,-21.83185589,2,Reykjavík,"Arnarbakki 2, 109"
408,0,1001394,109.0,Arnarbakki,Arnarbakka,3.0,,POINT (361893.636363636 403616.352272727),64.10764917,-21.83418404,3,Reykjavík,"Arnarbakki 3, 109"
64851,0,1001396,109.0,Arnarbakki,Arnarbakka,4.0,,POINT (361990 403699),64.1084285,-21.83228508,4,Reykjavík,"Arnarbakki 4, 109"
76906,0,1001396,109.0,Arnarbakki,Arnarbakka,6.0,,POINT (361969 403701),64.10843798,-21.83271731,6,Reykjavík,"Arnarbakki 6, 109"
6716,0,1001393,109.0,Arnarbakki,Arnarbakka,8.0,,POINT (362070 403678),64.10827245,-21.8306262,8,Reykjavík,"Arnarbakki 8, 109"
76728,0,1001399,107.0,Arnargata,Arnargötu,10.0,,POINT (355958 407267),64.13792227,-21.95932416,10,Reykjavík,"Arnargata 10, 107"
6718,0,1001400,107.0,Arnargata,Arnargötu,12.0,,POINT (355948 407280),64.13803456,-21.95954181,12,Reykjavík,"Arnargata 12, 107"
37190,0,1109722,107.0,Arnargata,Arnargötu,14.0,,POINT (355941.615909091 407300.670454545),64.13821709,-21.95969264,14,Reykjavík,"Arnargata 14, 107"
76727,0,1001397,107.0,Arnargata,Arnargötu,4.0,,POINT (355943 407264),64.13788909,-21.959629,4,Reykjavík,"Arnargata 4, 107"
6717,0,1001398,107.0,Arnargata,Arnargötu,8.0,,POINT (355970.775 407252.722727),64.13779971,-21.95904836,8,Reykjavík,"Arnargata 8, 107"
122645,0,1138332,102.0,Arnarhlíð,Arnarhlíð,1.0,5.0,POINT (357539 406696),64.13346587,-21.92634672,1,Reykjavík,"Arnarhlíð 1, 102"
125865,0,1138330,102.0,Arnarhlíð,Arnarhlíð,2.0,,POINT (357489.946867629 406711.486878754),64.13358428,-21.92736762,2,Reykjavík,"Arnarhlíð 2, 102"
122651,0,1138337,102.0,Arnarhlíð,Arnarhlíð,3.0,5.0,POINT (357478 406585),64.13244595,-21.92749244,3,Reykjavík,"Arnarhlíð 3, 102"
124992,0,1207369,102.0,Arnarhlíð,Arnarhlíð,4.0,,POINT (357445 406632),64.13285338,-21.928214,4,Reykjavík,"Arnarhlíð 4, 102"
106520,0,1207370,102.0,Arnarhlíð,Arnarhlíð,6.0,,POINT (357436 406616),64.13270627,-21.92838339,6,Reykjavík,"Arnarhlíð 6, 102"
122644,0,1139517,102.0,Arnarhlíð,Arnarhlíð,8.0,,POINT (357405 406640),64.13290845,-21.92904207,8,Reykjavík,"Arnarhlíð 8, 102"
2364,0,1133157,162.0,Arnarhóll,Arnarhóli,1.0,5.0,POINT (369053 414216),64.2054459,-21.6967173,1,Reykjavík,"Arnarhóll 1, 162"
73644,0,1086538,107.0,Arngrímsgata,Arngrímsgötu,1.0,,POINT (356318 407747),64.14237411,-21.95239899,1,Reykjavík,"Arngrímsgata 1, 107"
7956,0,1002503,107.0,Arngrímsgata,Arngrímsgötu,3.0,,POINT (356398 407806),64.14293626,-21.95081408,3,Reykjavík,"Arngrímsgata 3, 107"
101489,0,1138994,107.0,Arngrímsgata,Arngrímsgötu,5.0,,POINT (356413 407672),64.14174186,-21.95037788,5,Reykjavík,"Arngrímsgata 5, 107"
105987,0,1139452,107.0,Arngrímsgata,Arngrímsgötu,6.0,1.0,POINT (356322 407682),64.14179337,-21.95225459,6A,Reykjavík,"Arngrímsgata 6, 107"
6094,0,1001573,111.0,Asparfell,Asparfelli,10.0,,POINT (362257 402903),64.10140269,-21.82608313,10,Reykjavík,"Asparfell 10, 111"
6095,0,1001574,111.0,Asparfell,Asparfelli,12.0,,POINT (362294 402901),64.1013996,-21.82532318,12,Reykjavík,"Asparfell 12, 111"
6090,0,1001569,111.0,Asparfell,Asparfelli,2.0,,POINT (362207 403008),64.10232355,-21.8272039,2,Reykjavík,"Asparfell 2, 111"
6091,0,1001570,111.0,Asparfell,Asparfelli,4.0,,POINT (362221 402982),64.10209618,-21.82689319,4,Reykjavík,"Asparfell 4, 111"
6092,0,1001571,111.0,Asparfell,Asparfelli,6.0,,POINT (362236 402956),64.10186921,-21.826562,6,Reykjavík,"Asparfell 6, 111"
6093,0,1001572,111.0,Asparfell,Asparfelli,8.0,,POINT (362251 402930),64.10164223,-21.82623082,8,Reykjavík,"Asparfell 8, 111"
507,0,1124136,101.0,Austurbakki,Austurbakka,2.0,,POINT (357324 408598),64.1504192,-21.93256789,2,Reykjavík,"Austurbakki 2, 101"
93496,0,1132403,111.0,Austurberg,Austurbergi,1.0,,POINT (362669.275 403061.136363636),64.10298478,-21.81778019,1,Reykjavík,"Austurberg 1, 111"
6136,0,1001667,111.0,Austurberg,Austurbergi,10.0,,POINT (362759.279545455 403071.031818182),64.10310942,-21.81594494,10,Reykjavík,"Austurberg 10, 111"
6299,0,1001668,111.0,Austurberg,Austurbergi,12.0,,POINT (362742.936363636 403129.375),64.10362571,-21.81633313,12,Reykjavík,"Austurberg 12, 111"
6300,0,1001669,111.0,Austurberg,Austurbergi,14.0,,POINT (362763.184090909 403128.440909091),64.10362542,-21.81591737,14,Reykjavík,"Austurberg 14, 111"
9710,0,1001670,111.0,Austurberg,Austurbergi,16.0,,POINT (362738.406818182 403187.184090909),64.10414193,-21.81647876,16,Reykjavík,"Austurberg 16, 111"
9711,0,1001671,111.0,Austurberg,Austurbergi,18.0,,POINT (362753 403186.031818182),64.10413743,-21.81617866,18,Reykjavík,"Austurberg 18, 111"
6133,0,1001660,111.0,Austurberg,Austurbergi,2.0,,POINT (362726.375 403015.968181818),64.10260284,-21.81656889,2,Reykjavík,"Austurberg 2, 111"
74747,0,1001672,111.0,Austurberg,Austurbergi,20.0,,POINT (362766.527272727 403185.904545455),64.1041417,-21.81590134,20,Reykjavík,"Austurberg 20, 111"
9712,0,1001673,111.0,Austurberg,,28.0,,POINT (362785 403370),64.10579877,-21.81569094,28,Reykjavík,"Austurberg 28, 111"
65919,0,1001661,111.0,Austurberg,Austurbergi,3.0,,POINT (362662 403231),64.10450403,-21.81808453,3,Reykjavík,"Austurberg 3, 111"
74748,0,1001674,111.0,Austurberg,,30.0,,POINT (362763 403395),64.10601401,-21.81616463,30,Reykjavík,"Austurberg 30, 111"
9713,0,1001675,111.0,Austurberg,,32.0,,POINT (362774 403427),64.10630516,-21.81596843,32,Reykjavík,"Austurberg 32, 111"
74749,0,1001676,111.0,Austurberg,Austurbergi,34.0,,POINT (362775.184090909 403478.904545455),64.10677075,-21.81599158,34,Reykjavík,"Austurberg 34, 111"
9714,0,1001677,111.0,Austurberg,Austurbergi,36.0,,POINT (362772 403511),64.10705709,-21.81608615,36,Reykjavík,"Austurberg 36, 111"
6575,0,1001678,111.0,Austurberg,Austurbergi,38.0,,POINT (362787 403535),64.10727815,-21.81580067,38,Reykjavík,"Austurberg 38, 111"
6134,0,1001662,111.0,Austurberg,Austurbergi,4.0,,POINT (362742.279545455 403014.720454545),64.10259802,-21.81624185,4,Reykjavík,"Austurberg 4, 111"
66052,0,1001663,111.0,Austurberg,Austurbergi,5.0,,POINT (362659.795454545 403411.15),64.10611749,-21.81829439,5,Reykjavík,"Austurberg 5, 111"
6135,0,1001665,111.0,Austurberg,Austurbergi,6.0,,POINT (362757.936363636 403014.593181818),64.10260313,-21.81592091,6,Reykjavík,"Austurberg 6, 111"
66053,0,1001666,111.0,Austurberg,Austurbergi,8.0,,POINT (362740.440909091 403072.559090909),64.10311558,-21.81633236,8,Reykjavík,"Austurberg 8, 111"
6580,0,1001694,104.0,Austurbrún,Austurbrún,10.0,,POINT (360582.35 407790.547727273),64.14452367,-21.86493678,10,Reykjavík,"Austurbrún 10, 104"
6581,0,1001695,104.0,Austurbrún,Austurbrún,12.0,,POINT (360541 407801),64.14460053,-21.86579506,12,Reykjavík,"Austurbrún 12, 104"
6582,0,1001696,104.0,Austurbrún,Austurbrún,14.0,,POINT (360550 407785),64.14446081,-21.86559548,14,Reykjavík,"Austurbrún 14, 104"
6583,0,1001697,104.0,Austurbrún,Austurbrún,16.0,,POINT (360560 407768),64.14431254,-21.86537444,16,Reykjavík,"Austurbrún 16, 104"
6584,0,1001698,104.0,Austurbrún,Austurbrún,17.0,,POINT (360682.752272727 407920.35),64.1457276,-21.86299712,17,Reykjavík,"Austurbrún 17, 104"
6585,0,1001699,104.0,Austurbrún,Austurbrún,18.0,,POINT (360559 407751),64.1441598,-21.86537914,18,Reykjavík,"Austurbrún 18, 104"
6586,0,1001700,104.0,Austurbrún,Austurbrún,19.0,,POINT (360654.847727273 407915.852272727),64.14567596,-21.8635656,19,Reykjavík,"Austurbrún 19, 104"
6576,0,1001690,104.0,Austurbrún,Austurbrún,2.0,,POINT (360493 407996),64.14632837,-21.86696168,2,Reykjavík,"Austurbrún 2, 104"
6587,0,1001701,104.0,Austurbrún,Austurbrún,20.0,,POINT (360557 407733),64.1439977,-21.86540343,20,Reykjavík,"Austurbrún 20, 104"
6588,0,1001702,104.0,Austurbrún,Austurbrún,21.0,,POINT (360656 407896),64.14549853,-21.86352348,21,Reykjavík,"Austurbrún 21, 104"
6589,0,1001703,104.0,Austurbrún,Austurbrún,22.0,,POINT (360556 407716),64.14384496,-21.86540813,22,Reykjavík,"Austurbrún 22, 104"
6590,0,1001704,104.0,Austurbrún,Austurbrún,23.0,,POINT (360643.35 407857.552272727),64.14514887,-21.86374732,23,Reykjavík,"Austurbrún 23, 104"
7277,0,1001705,104.0,Austurbrún,Austurbrún,24.0,,POINT (360554.654545455 407693.634090909),64.14364399,-21.86541492,24,Reykjavík,"Austurbrún 24, 104"
6591,0,1001706,104.0,Austurbrún,Austurbrún,25.0,,POINT (360642.95 407834.4),64.14494125,-21.86373399,25,Reykjavík,"Austurbrún 25, 104"
7484,0,1001707,104.0,Austurbrún,Austurbrún,26.0,,POINT (360571.288636364 407687.327272727),64.14359424,-21.86506771,26,Reykjavík,"Austurbrún 26, 104"
6592,0,1001708,104.0,Austurbrún,Austurbrún,27.0,,POINT (360635.25 407814.65),64.14476114,-21.86387363,27,Reykjavík,"Austurbrún 27, 104"
6593,0,1001709,104.0,Austurbrún,Austurbrún,28.0,,POINT (360583.981818182 407707.961363636),64.1437843,-21.86482644,28,Reykjavík,"Austurbrún 28, 104"
8952,0,1001710,104.0,Austurbrún,Austurbrún,29.0,,POINT (360638 407793),64.14456826,-21.86379706,29,Reykjavík,"Austurbrún 29, 104"
6594,0,1001711,104.0,Austurbrún,Austurbrún,30.0,,POINT (360584.634090909 407719.309090909),64.14388624,-21.86482361,30,Reykjavík,"Austurbrún 30, 104"
9348,0,1001712,104.0,Austurbrún,Austurbrún,31.0,,POINT (360628.147727273 407770.95),64.14436667,-21.86397872,31,Reykjavík,"Austurbrún 31, 104"
6595,0,1001713,104.0,Austurbrún,Austurbrún,32.0,,POINT (360591 407745),64.14411904,-21.86471689,32,Reykjavík,"Austurbrún 32, 104"
9559,0,1001714,104.0,Austurbrún,Austurbrún,33.0,,POINT (360627.25 407747),64.14415169,-21.86397486,33,Reykjavík,"Austurbrún 33, 104"
6596,0,1001715,104.0,Austurbrún,Austurbrún,34.0,,POINT (360592 407758),64.14423594,-21.86470846,34,Reykjavík,"Austurbrún 34, 104"
9560,0,1001716,104.0,Austurbrún,Austurbrún,35.0,,POINT (360617 407728.25),64.14397951,-21.86416776,35,Reykjavík,"Austurbrún 35, 104"
6597,0,1001717,104.0,Austurbrún,Austurbrún,37.0,,POINT (360614 407699),64.14371619,-21.86420211,37,Reykjavík,"Austurbrún 37, 104"
9561,0,1001718,104.0,Austurbrún,Austurbrún,39.0,,POINT (360606 407657),64.14333659,-21.8643272,39,Reykjavík,"Austurbrún 39, 104"
6577,0,1001691,104.0,Austurbrún,Austurbrún,4.0,,POINT (360566 407943),64.14588312,-21.8654142,4,Reykjavík,"Austurbrún 4, 104"
6578,0,1001692,104.0,Austurbrún,Austurbrún,6.0,,POINT (360577 407853),64.14508112,-21.86510469,6,Reykjavík,"Austurbrún 6, 104"
6579,0,1001693,104.0,Austurbrún,Austurbrún,8.0,,POINT (360595.613636364 407790.338636364),64.14452719,-21.8646644,8,Reykjavík,"Austurbrún 8, 104"
6598,0,1001723,112.0,Austurfold,Austurfold,2.0,,POINT (363921 407129),64.13993591,-21.79581953,2,Reykjavík,"Austurfold 2, 112"
9562,0,1001724,112.0,Austurfold,Austurfold,4.0,,POINT (363891 407098),64.13964621,-21.79640694,4,Reykjavík,"Austurfold 4, 112"
6599,0,1001725,112.0,Austurfold,Austurfold,5.0,,POINT (363949 407102),64.13970505,-21.79522049,5,Reykjavík,"Austurfold 5, 112"
9563,0,1001726,112.0,Austurfold,Austurfold,6.0,,POINT (363866 407081),64.13948395,-21.79690446,6,Reykjavík,"Austurfold 6, 112"
6600,0,1001727,112.0,Austurfold,Austurfold,7.0,,POINT (363925.663636364 407080.618181818),64.13950419,-21.79567991,7,Reykjavík,"Austurfold 7, 112"
9564,0,1001728,108.0,Austurgerði,Austurgerði,1.0,,POINT (360971 405178),64.12127071,-21.85453865,1,Reykjavík,"Austurgerði 1, 108"
6605,0,1001737,108.0,Austurgerði,Austurgerði,10.0,,POINT (360931 405242),64.12182801,-21.85541812,10,Reykjavík,"Austurgerði 10, 108"
7117,0,1001738,108.0,Austurgerði,Austurgerði,11.0,,POINT (360933 405177),64.12124636,-21.85531687,11,Reykjavík,"Austurgerði 11, 108"
6606,0,1001739,108.0,Austurgerði,Austurgerði,12.0,,POINT (360932 405213),64.12156855,-21.85537074,12,Reykjavík,"Austurgerði 12, 108"
6601,0,1001729,108.0,Austurgerði,Austurgerði,2.0,,POINT (360975 405213),64.12158596,-21.85448906,2,Reykjavík,"Austurgerði 2, 108"
96443,0,1001730,108.0,Austurgerði,Austurgerði,3.0,,POINT (360974.697727273 405150.045454545),64.12102171,-21.85443693,3,Reykjavík,"Austurgerði 3, 108"
6602,0,1001731,108.0,Austurgerði,Austurgerði,4.0,,POINT (360973 405241),64.12183606,-21.85455601,4,Reykjavík,"Austurgerði 4, 108"
9767,0,1001732,108.0,Austurgerði,Austurgerði,5.0,,POINT (360969 405122),64.1207681,-21.85452777,5,Reykjavík,"Austurgerði 5, 108"
6603,0,1001733,108.0,Austurgerði,Austurgerði,6.0,,POINT (360975 405270),64.12209673,-21.85454187,6,Reykjavík,"Austurgerði 6, 108"
6687,0,1001734,108.0,Austurgerði,Austurgerði,7.0,,POINT (360936 405119),64.12072785,-21.85520161,7,Reykjavík,"Austurgerði 7, 108"
6604,0,1001735,108.0,Austurgerði,Austurgerði,8.0,,POINT (360935 405267),64.12205365,-21.85535927,8,Reykjavík,"Austurgerði 8, 108"
96444,0,1001736,108.0,Austurgerði,Austurgerði,9.0,,POINT (360929 405150.372727273),64.12100614,-21.85537421,9,Reykjavík,"Austurgerði 9, 108"
112298,0,1162317,105.0,Austurhlíð,Austurhlíð,10.0,,POINT (358775 406907),64.13586737,-21.90119212,10,Reykjavík,"Austurhlíð 10, 105"
